"bonica_rid","hvv_total","mean_age","pct_65_plus","pct_75_plus","ratio_u40_o75","high_volume_vendor_pct","political_spending_pct","fundraising_spending_pct","consulting_spending_pct","overhead_spending_pct","payroll_spending_pct","admin_ops_spending_pct","other_political_spending_pct","other_consulting_spending_pct","ie_spending_pct","cand_contrib_spending_pct","cand_support_pct","transfer_out_pct","listaq_pct","list_data_spending","overlap_pct_weighted","overlap_donations_pct_weighted","fundraising_inefficiency","fundraising_inefficiency_full","pct_spam_donations_100plus","pct_spam_donations_10plus_distinct","pct_spam_either_100n_10d","pct_overall_donations_100plus","pct_overall_donations_10plus_distinct","pct_overall_either_100n_10d","n_spam_donations_100plus","n_spam_donations_10plus_distinct","refund_rate","total_donors","total_donations","n_refunds","log_n_refunds","total_indv_contribs","total_fundraising","total_fundraising_consulting","total_other_consulting","total_payroll","total_admin_ops","total_other_political","candidate_contributions","independent_expenditures","total_raised","mean_donations_per_donor","pct_donors_repeat","pct_raised_repeat","pct_donors_high_freq","pct_raised_high_freq","total_receipts","total_disbursements_fec","cash_on_hand","cycles_included","committee_name","fec_committee_id","cmte_type","cmte_state","party"
"comm202313",11173.42,63.4992068,0.387653104,0.083610938,2.036677384,0.01727016,0,0.030298137,0.001956789,0.035967739,0.001803121,0.034164619,0,0.001956789,0,0,0,0,0,0,0.037376489,0.038223654,0.066624992,0.044072583,0.017877022,0.058673302,0.06882326,0.350468208,0.866086045,0.875908585,47,157,0.015961487,1463,2690,22,3.135494216,295689.55,19602.24,0,1266,1166.58,22103.77,0,0,0,461256.22,1.809622742,0.002341007,0.005072701,0,0,762965.49,646978.39,115987.1,"2022, 2024","crimson goes blue, inc.","C00794404","V","MA",328
"comm24057",165470.42,64.30894309,0.593923834,0.18271288,1.643554581,0.030110406,0.183806392,0.140715179,0.001128205,0.015276397,0,0.029809959,0.001231319,0.001128205,0.676427614,0,0,0,0.023561283,129480,0.151325523,0.149977588,1,0.169149449,0.133432725,0.234811778,0.241520686,0.364144614,0.6056653,0.607901603,358,630,0.00422833,2365,2683,10,2.397895273,273793.7,773294.12,0,6200,-86535.22,163819.33,6766.66,0,3717278.42,1021431.35,1.134460888,0,0,0,0,5371059.94,5495456.34,7961.91,"2020","sierra club independent action","C00483693","O","CA",328
"comm23812",9025.41,72.33973538,0.848911652,0.398207426,4.769739716,0.071551095,0.03765676,0.575247443,0,0.008939477,0,0.008939477,0,0,0,0.371018184,0.371018184,0,0,0,0.225314263,0.226313771,1,0.865622896,0.376307922,0.575112108,0.581091181,0.735052317,0.92264574,0.923393124,1007,1539,0.00407332,1473,2676,6,1.945910149,60211.7,72561.35,0,0,0,1127.62,0,46800,0,76411.7,1.816700611,0.001357773,0.011008262,0,0,89858,126139.37,1113.67,"2020","southwest leadership fund","C00471334","Q","DC",100
"comm213095",556.5,67.87945495,0.702352305,0.259682677,3.100876253,0.000644393,0.051225671,0.006159308,0.002894847,0.019960097,0,0.017443247,0.014154134,0.002894847,0,0.008763118,0.008763118,0,0,0,0.145583013,0.130487478,0.03923509,0.084012035,0.133458207,0.255209553,0.260360571,0.455396863,0.707835792,0.707835792,359,685,0.005456422,1690,2674,10,2.397895273,138112.02,5319.2,0,2500,0,15064.05,12223.56,7567.86,0,266612.02,1.584476342,0.000598086,0.01836944,0,0,868245.89,863603.53,32292.79,"2024, 2026","join the union","C00883017","V","DC",328
"comm168496",27182.56,76.00211595,0.929750317,0.634786289,12.51630396,0.958243147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.407271318,0.436798338,0.945448631,0.94252717,0.646925688,0.906450396,0.907204828,0.84835911,0.976612599,0.976612599,1715,2403,0,1591,2651,0,0,30003.83,28367.08,0,0,0,0,0,0,0,30003.83,1.666247643,0.000628536,0.001299834,0,0,30096.83,24191.75,5905.08,"2026","democracy for all pac","C00907741","N","DC",328
"comm143929",3727.91,57.51578034,0.365188059,0.130725863,0.906428547,0.016359601,0.182612923,0.083048525,0.001645654,0.716477631,0.544521525,0.171956106,0.182612923,0.001645654,0,0.022337011,0.022544817,0,0,0,0.067753916,0.065588443,0.157266634,0.135581588,0.027137805,0.071019074,0.0730015,0.201966352,0.373740892,0.388582297,96,226,0.005453914,2103,2640,12,2.564949357,163347.28,18924.51,0,375,124081.71,39184.14,41612.54,5090,0,185984.28,1.249655715,0,0,0,0,201138.32,190092.87,2721.29,"2020, 2024","westside democratic hq federal","C00673590","N","CA",328
"comm22234",0,64.38308678,0.586040587,0.315090138,1.75625249,0,0.000455038,0,0,0.007571654,0.007043325,0.00052833,0,0,0,0.000758397,0.000758397,0,0,0,0.076246896,0.067740535,0,0,0.050615738,0.124052042,0.12857441,0.407639324,0.522890141,0.588603632,135,305,0.005240619,1249,2624,6,1.945910149,294976.63,0,0,0,4643.56,348.32,0,500,0,413686.27,2.183287538,0.017835819,0.060159107,0,0,762269.39,659285.24,25021.24,"2020, 2024","santa barbara county democratic central committee federal pac","C00427856","X","CA",100
"comm208107",45060.72,66.74557235,0.661771058,0.367602592,2.552286657,0.333005506,0.002752905,0.516165215,0.056534652,0.13493676,0,0.13493676,0,0,0,0.007390151,0.007390151,0,0,0,0.180473893,0.159329535,1,0.5,0.353751914,0.502679939,0.516462481,0.791730475,0.928024502,0.928407351,924,1313,0.008333333,1440,2612,12,2.564949357,68092.2,69845.02,7650,0,0,18259,0,1000,0,70092.2,1.813888889,0,0,0,0,132529.03,135315.24,3125.68,"2026","built to win pac","C00827295","V","NY",328
"comm200672",6946.09,74.71589757,0.870181739,0.595241713,7.91139631,0.132586474,0.081123699,0.438538109,0,0.38450629,0.332991787,0.051514503,0.052491805,0,0,0,0,0,0,0,0.25857507,0.239213142,0.387298619,0.43690462,0.515609756,0.721869919,0.729918699,0.869796748,0.975162602,0.975162602,1314,1843,0.026153069,1376,2559,36,3.610917913,62119.74,22974.63,0,0,17445.15,2698.8,2750,0,0,62119.74,1.846820321,0.001463628,0.020756075,0,0,55473.74,52389.13,8948.09,"2024, 2026","end the new apartheid","C00781419","V","DC",328
"comm150710",15071.15,73.16955345,0.891067332,0.496263773,6.987634144,0.047443426,0.700421814,0.126890777,0,0.008851411,0,0.008851411,0,0,0,0.100892221,0.100892221,0,0,0,0.19055392,0.21805036,0.470179688,0.54229202,0.464109903,0.633285633,0.638523183,0.81625644,0.958500286,0.958643389,1210,1607,0.0050034,1559,2555,10,2.397895273,98793.84,40308.85,0,0,0,2811.79,0,32050,0,273293.84,1.759363891,0.002600029,0.083293052,0,0,317698.34,317665.72,5469.07,"2020, 2024","defense dem pac","C00721225","Q","VA",328
"comm140916",11100,51.52070207,0.252925293,0.076957696,0.481717196,0.00062061,0.210773181,0.016091859,0.040529046,0.012405665,0,0.012405665,0.210109893,0.040513514,0.736786753,0.014872283,0.014872283,0,0,0,0.045209508,0.043288611,1,0.01897005,0.031570639,0.051302289,0.064325178,0.559589582,0.837805841,0.838200474,80,130,0.005604484,1249,2534,7,2.079441542,139602.36,287812.87,277.8,724609.29,0,221883,3757945.56,266000,13177887.38,11913446.36,2.028823058,0,0,0,0,18045188.45,17885619.31,276192.06,"2020","pacronym","C00646877","O","DC",328
"comm120466",1800,61.94961194,0.569204824,0.122729941,1.109507368,0.004865802,0.001351612,0.01029028,0,0.011293122,0.011293122,0,0.001351612,0,0,0.003606127,0.003606127,0,0,0,0.096854648,0.086242399,0.032455332,0.028738986,0.093004283,0.216398124,0.218641648,0.522537222,0.664287171,0.709973486,172,455,0.000691187,1355,2529,2,1.098612289,127588.45,3806.67,0,0,4177.65,0,500,1334.01,0,134588.45,2.004872212,0.008239029,0.196820775,0,0,369369.06,369928.71,11969.35,"2020, 2022","fresno county democratic central committee","C00518605","X","CA",100
"comm8174",0,73.31444021,0.817290842,0.464334596,6.681247561,0,0,0.989501095,0,0.008344032,0,0.008344032,0,0,0,0,0,0.31006393,0,0,0.096948878,0.106243259,1,1,0.102074014,0.149755998,0.169784465,0.345058967,0.538735258,0.553578691,247,372,0.078965352,1519,2515,136,4.919980926,478858.92,5693983.08,0,0,0,48014.88,0,0,0,505858.92,1.679276538,0,0,0,0,4147804.65,4194437.48,199414.52,"2018, 2020","dollars for democrats","C00073791","Y","DC",100
"comm150253",0,55.50274223,0.307586837,0.047074954,0.600674976,0,0,0.171551085,0,0.007543487,0.006646244,0.000897243,0,0,0.818832165,0,0,0,0,0,0.067376638,0.066649183,0.194720091,0.160567522,0.012459807,0.043006431,0.044614148,0.217041801,0.60892283,0.610530547,31,107,0.002598753,1924,2488,5,1.791759469,265116.3,51623.47,0,0,2000,270,0,0,246404.49,323066.3,1.293139293,0,0,0,0,321506.3,300921.85,20584.45,"2020","flip the senate pac","C00717918","O","CA",100
"comm208190",0,75.14797794,0.907628676,0.590992647,9.013764192,0,0,0,0,0.011189301,0,0.011189301,0,0,0,0,0,0,0,0,0.457865212,0.461336404,0,0,0.632025879,0.871411241,0.872624343,0.811564901,0.965224424,0.965224424,1563,2155,0,2013,2473,0,0,29990.56,0,0,0,0,3475.45,0,0,0,29990.56,1.228514655,0,0,0,0,254929.56,310604.75,125834.29,"2026","relentless pac","C00828343","V","DC",328
"comm152186",2385.08,72.39433962,0.823584906,0.462735849,5.401855313,0.015497393,0,0.304412593,0.097464614,0.053182671,0,0.053182671,0,0.097464614,0.483898813,0,0,0,0,0,0.268444819,0.279593043,0.263853299,0.471116271,0.504568106,0.685215947,0.696013289,0.799833887,0.952657807,0.953903654,1215,1650,0.025842697,1780,2408,46,3.850147602,177559.69,46849.71,0,15000,0,8184.92,0,0,74473,184359.69,1.352808989,0,0,0,0,99449.82,153902.01,3353.79,"2022","late breakers pac","C00749101","O","DC",328
"comm154001",300,62.20530796,0.575363045,0.240360541,1.311224454,0.000292584,0,0.004605176,0.118754499,0.169165719,0.000526252,0.168639467,0,0.118754499,0.729694223,0,0,0,0,0,0.188819202,0.197986644,0.06628832,0.011987271,0.315700381,0.419805332,0.436732967,0.608971646,0.798984342,0.800677105,746,992,0.003808487,1838,2363,7,2.079441542,71232.76,4721.9,0,121764.47,539.59,172913.83,0,0,748189.17,298732.76,1.285636561,0,0,0,0,1093909.51,1025346.16,68563.35,"2020","united we dream action pac","C00754671","O","DC",328
"comm209572",72740,66.06991025,0.630136986,0.302314596,2.487382884,0.009938501,0.048384331,0.0222031,0.067093435,0.019024345,0,0.019024345,0.048384331,0.059578759,0.79949538,0,0,0,0,0,0.12076069,0.113665018,1,0.035543256,0.19496587,0.295221843,0.30503413,0.678754266,0.903156997,0.903583618,457,692,0.005367687,1863,2344,10,2.397895273,157936.41,162504.74,55000,436057.62,0,139239.4,354125.47,0,5851515.84,1131436.41,1.258185722,0,0,0,0,7738434.79,7319011.45,419423.34,"2024","battleground new york","C00859355","O","DC",328
"comm172223",31288.68,63.56775956,0.525136612,0.204371585,1.765029461,0.695468749,0,0.986879336,0,0,0,0,0,0,0,0,0,0,0,0,0.106288796,0.110576724,0.677847057,0.669040253,0.144645941,0.300086356,0.302677029,0.467184801,0.75388601,0.755181347,335,695,0,1464,2316,0,0,65500.1,44399.05,0,0,0,0,0,0,0,65500.1,1.581967213,0,0,0,0,66362.3,44989.34,21372.96,"2026","revolutionary change pac","C00919332","O","FL",328
"comm152440",88155.02,68.81884058,0.742028986,0.300483092,3.017365227,0.754682101,0.040732535,0.832551785,0,0.12550997,0,0.12550997,0.040732535,0,0,0,0,0,0,0,0.214193207,0.224134244,1,0.819629638,0.418936446,0.578037181,0.587116299,0.699092088,0.877215737,0.878512754,969,1337,0.00257732,1552,2313,4,1.609437912,72116.42,97251.04,0,0,0,14660.92,4758,0,0,118916.42,1.490335052,0.00064433,0.003367071,0,0,118652.42,116810.8,1841.62,"2020","better road louisiana","C00752782","O","LA",328
"comm134472",5400,64.0798383,0.583628095,0.19201617,1.555268591,0.031663184,0.001448825,0.451649467,0,0.077671726,0,0.077671726,0.001448825,0,0,0.489606648,0.489606648,0,0,0,0.186543897,0.17948761,1,0.501643651,0.273597216,0.402783819,0.421487603,0.641583297,0.82862114,0.830795998,629,926,0.014570552,1304,2299,19,2.995732274,63730.42,77026.59,0,0,0,13246.53,247.09,83500,0,156230.42,1.76303681,0.001533742,0.002605126,0,0,154548.42,170545.07,3136.53,"2018","climate champions pac","C00605410","Q","OR",328
"comm150907",0,44.42797495,0.118475992,0.022964509,0.228468606,0,0,0,0,0.012743733,0.012743733,0,0,0,0.297353774,0,0,0,0,0,0.024081014,0.024085573,0,0,0.022251309,0.037958115,0.039703316,0.201570681,0.365619546,0.383507853,51,87,0.000636132,1572,2292,1,0.693147181,100626.21,0,0,0,1200,0,0,0,28000,110126.21,1.458015267,0,0,0,0,106417.36,94163.93,1952.43,"2020","tfy pac","C00725994","O","MI",NA
"comm168862",0,73.67576961,0.876365442,0.540218471,6.943489777,0,0,0.459581856,0.012575213,0.004900376,2.68271e-06,0.004897693,0,0.012575213,0,0,0,0,0,0,0.326279946,0.328866741,0.850695603,0.944293474,0.612038664,0.866871705,0.871704745,0.874780316,0.981107206,0.981546573,1393,1973,0,1864,2276,0,0,40275.84,34262.48,0,937.5,0.2,365.13,0,0,0,40275.84,1.221030043,0,0,0,0,81692.6,74551.42,7141.18,"2026","north star pac","C00908483","V","MD",328
"comm152281",1560,45.8642418,0.108094262,0.028688525,0.322046342,0.004154531,0,0.069784635,0.026552537,0.014233661,0,0.014233661,0,0.026552537,0.840536095,0.039947409,0.039947409,0,0,0,0.038669686,0.038883356,0.098780642,0.076848283,0.007187781,0.024707996,0.025606469,0.115004492,0.417789757,0.418238994,16,55,0.003833516,1826,2226,7,2.079441542,265271.51,26203.69,0,9970.31,0,5344.65,0,15000,315616,344771.51,1.21905805,0,0,0,0,396479.51,375493.69,20985.82,"2020","new american voices","C00750497","O","PA",328
"comm210354",0,67.85445757,0.684210526,0.276584318,3.028089414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138824433,0.128798815,0,0,0.128988149,0.304466727,0.308568824,0.513673655,0.790337284,0.790337284,283,668,0.00472255,1694,2194,8,2.197224577,103865.88,0,0,0,0,0,0,0,0,123865.88,1.295159386,0,0,0,0,205085.98,182141.94,22944.04,"2024","tour to save democracy co.","C00877134","V","DC",NA
"comm152183",0,46.10049322,0.087546239,0.02404439,0.297029121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035504303,0.034950987,0,0,0.005504587,0.010550459,0.011926606,0.021100917,0.055504587,0.057798165,12,23,0.003512293,1993,2180,7,2.079441542,60929.98,0,0,0,0,0,0,0,0,60929.98,1.093828399,0,0,0,0,169738.98,55756.01,113982.97,"2020","our black party","C00749069","V","MD",NA
"comm148125",3885,71.5292581,0.821316614,0.398641588,4.48298011,0.252138144,0,0.729640413,0.282492072,0,0,0,0,0.217591649,0,0,0,0,0,0,0.418799716,0.407150892,0.694164551,0.727623044,0.717652495,0.823475046,0.851201479,0.889556377,0.963955638,0.963955638,1553,1782,0.005,1200,2164,6,1.945910149,16195.67,11242.46,1000,3352.7,0,0,0,0,0,16195.67,1.803333333,0.000833333,0.007347643,0,0,15450.94,15408.22,55.76,"2020","dump trump fund","C00703496","N","DC",328
"comm208397",18124.2,74.42810279,0.888463641,0.553854565,6.601651822,0.750047177,0,0.879623391,0,0,0,0,0,0,0,0.08276748,0.08276748,0,0,0,0.372335585,0.387179554,0.863928012,0.879623391,0.702479339,0.860476422,0.865337871,0.885755955,0.976178901,0.976178901,1445,1770,0.016937191,1417,2057,24,3.218875825,24603.08,21255.29,0,0,0,0,0,2000,0,24603.08,1.451658433,0,0,0,0,24164.08,24164.08,0,"2024","real populists","C00834580","V","CA",328
"comm151330",12513.5,64.69435227,0.628313278,0.314071484,1.893207402,0.093934518,0,0.277859183,0.285609729,0.10979773,0,0.10979773,0,0.263821364,0,0.011876578,0.011876578,0,0.022431503,5000,0.214269928,0.206944314,0.711780143,0.649778937,0.375,0.522222222,0.533333333,0.653888889,0.848333333,0.848611111,672,956,0.006431387,1497,2044,11,2.48490665,72984.91,37015.05,2902.54,35145,0,14626.72,0,1582.14,0,106484.91,1.356669042,0,0,0,0,133215.14,133215.14,0,"2020, 2022","where it s needed pac (win pac)","C00736777","Q","DC",328
"comm208680",0,70.04369469,0.76880531,0.373340708,3.794695629,0,0.134160691,0.107758558,0.087760849,0.001989324,0,0.001989324,0.134160691,0.087760849,0,0,0,0,0,0,0.209148351,0.209761296,0.419870821,0.129754524,0.307692308,0.521313082,0.531602156,0.665850073,0.863792259,0.863792259,628,1064,0.003149606,1270,2041,4,1.609437912,54539.87,22899.7,0,18650,0,422.75,28510.4,0,0,222230.68,1.607086614,0.000787402,0.003239877,0,0,230054.93,212509.34,17545.59,"2024","sensible americans","C00840025","V","DC",328
"comm162265",0,66.31525424,0.624858757,0.337853107,2.385292207,0,0,0.014910013,0,0.000238479,0,0.000238479,0,0,0,0,0,0,0,0,0.16457072,0.135554911,0.042135208,0.035459712,0.299060801,0.41670786,0.434503213,0.695996045,0.856154226,0.856154226,605,843,0.006763285,1035,2023,7,2.079441542,44885.74,1891.27,0,0,0,30.25,0,0,0,56910.74,1.954589372,0.000966184,0.007467835,0,0,129804.83,126845.63,8907.16,"2026","politivist action pac","C00893891","V","TX",328
"comm152083",0,66.19062119,0.643727162,0.335566382,2.434885768,0,0.060070645,0.008042138,0,0.921855419,0.547113467,0.374741952,0.008042138,0,0,0,0,0,0,0,0.079307851,0.069010319,0.007690955,0.005038621,0.071789687,0.19413549,0.196157735,0.418604651,0.667846309,0.668857432,142,384,0.002633889,1139,1978,3,1.386294361,87036,669.39,0,0,45539.17,31191.77,669.39,0,0,131692.32,1.736611062,0.004389816,0.030480137,0,0,132851.82,83235.33,55269.36,"2024","jvp action pac","C00747691","N","DC",328
"comm170798",10254.88,76.20470183,0.9375,0.643348624,12.20784263,0.465664821,0,0.918586033,0,0.081413967,0.054054987,0.02735898,0,0,0,0,0,0,0,0,0.408899528,0.427801147,0.807388545,0.807227454,0.624368049,0.928210313,0.928210313,0.870070779,0.981799798,0.981799798,1235,1836,0,1504,1978,0,0,25055,20229.12,0,0,1190.4,602.5,0,0,0,25055,1.315159574,0,0,0,0,50060,14387.9,35672.1,"2026","fight for a democratic majority pac","C00914424","Q","DC",328
"comm208534",3000,71.30102041,0.799886621,0.46031746,4.140884627,0.015368558,0.001050185,0.292200498,0.147528526,0.077415166,0,0.077415166,0.001050185,0.147528526,0,0.001280713,0.001280713,0,0,0,0.278993112,0.273067682,0.461839961,0.439035555,0.464068826,0.665991903,0.668522267,0.772267206,0.914979757,0.91548583,917,1316,0.004037685,1486,1976,6,1.945910149,123503.02,57038.63,0,28798.12,0,15111.73,205,250,0,130503.02,1.32974428,0,0,0,0,208590.95,195203.74,13387.21,"2026","local democracy project","C00896860","V","CA",328
"comm152160",0,57.99044776,0.448955224,0.190447761,0.91056806,0,0,0.979808483,0,0,0,0,0,0,0,0,0,0,0,0,0.17038581,0.142811962,0.030875682,0.5,0.223979592,0.323469388,0.334693878,0.551530612,0.790816327,0.794387755,439,634,0.002135231,1405,1960,3,1.386294361,62865.98,1941.03,0,0,0,0,0,0,0,107865.98,1.395017794,0,0,0,0,111861.29,1981.03,109880.26,"2020","wfp justice fund","C00748764","V","NY",328
"comm141031",6900,61.20387779,0.509988249,0.212690952,1.281877925,0.009682632,0.096400226,0.089652947,0.045466271,0.085215481,0.046323366,0.038892115,0.096400226,0.045466271,0,0,0,0,0.01052039,7497,0.121285977,0.129894098,0.325958534,0.222790698,0.205882353,0.347265222,0.356037152,0.528379773,0.734778122,0.735294118,399,673,0.0078125,1408,1938,11,2.48490665,196000.82,63888.14,0,32400,33010.78,27715.15,68696.36,0,0,267500.82,1.376420455,0,0,0,0,712616.17,712616.17,0,"2020","bliatout, bobby","C00708529","H","CA",100
"comm183409",2100,63.54143302,0.55576324,0.183800623,1.621196105,0.001472401,0.34320963,0.063460344,0.012634763,0.062511999,0.037225098,0.0252869,0,0,0,0.535983658,0.535983658,0,0,0,0.171375134,0.171599996,1,0.470140875,0.187989556,0.306005222,0.317493473,0.50078329,0.774934726,0.776501305,360,586,0.004371585,1830,1915,8,2.197224577,33384.36,90509.81,18020.23,0,53092,36065.24,0,764442.42,0,201684.36,1.046448087,0,0,0,0,592406.74,1426242.03,0,"2018","pac for a level playing field","C00540195","Q","MA",328
"comm199144",0,66.54694131,0.633282444,0.318099936,2.804430996,0,0,0.014742981,0.001043989,0.001405544,0,0.001405544,0,0.001043989,0,0.002289726,0.002289726,0,0,0,0.208442297,0.215523769,0.946165235,0.415965737,0.382392344,0.518181818,0.520287081,0.683062201,0.85215311,0.85215311,739,993,0.008088263,1358,1870,11,2.48490665,72407.95,106883.32,0,7568.69,0,10189.88,0,16600,0,398907.95,1.395924957,0,0,0,0,7439398.66,7249776.84,189621.82,"2022, 2024","open democracy pac","C00773846","V","DC",NA
"comm142128",6766,68.63726136,0.697827518,0.322580645,3.384561424,0.166207259,0,0.357924605,0,0.078260626,0,0.078260626,0,0,0,0,0,0.524322735,0,0,0.437834177,0.443056625,0.60328238,0.357924605,0.544432548,0.622591006,0.683618844,0.726980728,0.872591006,0.883297645,1017,1163,0.044736842,1140,1868,51,3.951243719,24151.99,14570.47,0,0,0,3185.85,0,0,0,24151.99,1.638596491,0,0,0,0,40708.21,40708.21,0,"2018","bold democrats","C00656074","N","DC",NA
"comm209559",27806.85,74.0565813,0.887432996,0.547349613,7.048496197,0.659035197,0,0.943076467,0.142202773,0.020281671,0,0.020281671,0,0,0,0,0,0,0,0,0.250717945,0.27073273,1,0.925301915,0.443249059,0.677245831,0.678321678,0.753093061,0.925228618,0.925228618,824,1259,0.007419621,1213,1859,9,2.302585093,38075.78,39791.48,6000,0,0,855.75,0,0,0,40575.78,1.532563891,0.001648805,0.013505594,0,0,53042.29,42193.27,10849.02,"2024","will of the people pac","C00858936","N","DC",328
"comm198365",0,71.03402985,0.784477612,0.354626866,4.320610063,0,0,0.513015611,0.050184687,0.154818348,0,0.154818348,0,0.050184687,0,0.117622181,0.117622181,0,0,0,0.136096012,0.156475199,0.599320305,0.460976021,0.263186222,0.37459634,0.379440258,0.6598493,0.895586652,0.895586652,489,696,0.033805889,917,1858,31,3.465735903,367150,220040.45,0,21525,0,66404.02,0,50450,0,513350,2.026172301,0.00436205,0.028578942,0,0,516939.55,428915.7,88023.85,"2022","more blue","C00766220","V","DE",NA
"comm155174",0,63.00503461,0.571428571,0.18061674,1.337785029,0,0.164160771,0.085322547,0.104837451,0.175895674,0,0.175895674,0.164160771,0.076880797,0.395307082,0,0,0,0,0,0.150940617,0.149816855,1,0.102410057,0.142857143,0.279245283,0.284097035,0.401078167,0.708894879,0.708894879,265,518,0.002850627,1754,1855,5,1.791759469,75921.34,122078.34,40000,110000,0,251669.14,234879,0,565600,1362421.34,1.057582668,0,0,0,0,1242054.21,1430786.41,145.11,"2022","battleground georgia","C00762872","O","GA",NA
"comm212028",0,66.30242688,0.636589919,0.260734287,2.352693735,0,0.616100326,0.006967054,0.335846198,0.031226578,0.00189728,0.029329298,0.616100326,0.335846198,0,0,0,0.010998634,0,0,0.101006545,0.102632983,0.003794094,0.005960842,0.023758099,0.06425486,0.064794816,0.109071274,0.366090713,0.369330454,44,119,0.031464531,1748,1852,55,4.025351691,183166.27,694.95,0,33500,189.25,2925.54,61454.8,0,0,231856.27,1.059496568,0,0,0,0,116585.87,90920.38,47265.07,"2024","new american community","C00882324","V","KS",328
"comm154851",0,58.38567493,0.403581267,0.101928375,0.909439116,0,0,0.201406343,0.527121779,0.087822807,0,0.087822807,0,0.527121779,0.057621123,0,0,0,0,0,0.122346386,0.12701556,0.258885446,1,0.123913043,0.233695652,0.236413043,0.370108696,0.652173913,0.660869565,228,430,0.000590319,1694,1840,1,0.693147181,19014.24,4922.51,0,12883.22,0,2146.45,0,0,1408.3,19014.24,1.086186541,0,0,0,0,740.75,19122.77,0,"2024","new south super pac","C00758789","O","DC",328
"comm14208",5400,63.57573134,0.484888421,0.194678678,1.834177356,0.000601836,5.96019e-05,0.011746953,0,0.071842772,0.000362049,0.071480723,0,0,0,0,0,0.602917742,0,0,0.033503497,0.031835044,0.093506774,0.071804977,0.047834844,0.074815374,0.075780463,0.519763343,0.772784491,0.775050352,85,133,0.044817014,1212,1831,50,3.931825633,640528.37,105400,0,0,3248.5,641363.62,0,0,0,4444764.46,1.578126544,0.001140829,0.002184845,0,0,9068886.32,8972539.59,26811.07,"2020, 2024","democratic state committee (delaware)","C00211763","Y","DE",100
"comm208088",0,67.28776119,0.68358209,0.28358209,2.786379921,0,0.008435468,0.402853213,0,0.041551429,0,0.041551429,0.008435468,0,0.492323724,0,0,0,0,0,0.19401574,0.195995157,0.373484711,1,0.282883875,0.548706659,0.552559163,0.685195377,0.904237755,0.90533847,514,997,0.003494467,1717,1817,6,1.945910149,95901.65,35817.8,0,0,0,3694.35,750,0,43772.65,120401.65,1.058241118,0,0,0,0,120152.4,88910.3,31242.01,"2024","beheard pac","C00827063","V","MO",328
"comm138565",741,58.2841455,0.449553878,0.133836651,0.86856443,0.010933541,0.163218593,0.076120614,0,0.255497535,0,0.204420781,0.273301059,0,0,0,0,0,0,0,0.08533079,0.077755927,0.075411311,0.080122128,0.03434903,0.086426593,0.097506925,0.187257618,0.417174515,0.424376731,62,156,0.001573564,1271,1805,2,1.098612289,68410.56,5158.93,0,0,0,13854.23,18522.46,0,0,68410.56,1.420141621,0,0,0,0,64888.33,67773.1,6368.06,"2026","the political revolution","C00628818","V","CO",328
"comm183492",0,63.54270696,0.494743758,0.180026281,1.895569641,0,0.02126863,0.044723771,0,0.015714329,0,0.026524109,0.01045885,0,0,0,0,0.934827984,0,0,0.046793423,0.049176058,0.243816586,0.047045765,0.047910864,0.084122563,0.090250696,0.233426184,0.578272981,0.579387187,86,151,0.039443155,1293,1795,51,3.951243719,753967.82,183829.86,0,0,0,109023.08,42989.42,0,0,3948064.86,1.388244393,0.000773395,0.00296601,0,0,4123222.42,4110339.04,13229.92,"2018","missouri victory fund","C00551176","N","MO",100
"comm130867",2400,64.81391744,0.557369948,0.217154533,2.090438144,0.00260667,0.157551454,0.092279112,0,0.388101996,0.025786479,0.358739905,0.013198567,0,0,0.750069174,0.750069174,0.001037422,0,0,0.123588563,0.115511908,0.361113903,0.215860688,0.2122571,0.274738416,0.278176383,0.578624813,0.798056801,0.798056801,359,469,0.042675709,1109,1785,41,3.737669618,261773.11,84962.77,0,0,23742,330297.24,12152.12,690600,0,632186.06,1.67466693,0.00487567,0.015661382,0,0,939544.44,920715.08,24819.11,"2018, 2020","leadership, integrity, engagement, unity pac","C00589309","Q","CA",328
"comm147583",400,67.48436503,0.695596682,0.275047862,2.567276814,0.010198574,0.498091974,0.010198574,0,0.127482174,0,0.127482174,0.498091974,0,0,0,0,0,0,0,0.226663161,0.226710581,0.008521306,0.012634067,0.459383754,0.601120448,0.60952381,0.805042017,0.909243697,0.917647059,820,1073,0.041125541,924,1785,38,3.663561646,46941.16,400,0,0,0,5000,19535.75,0,0,46941.16,1.931818182,0,0,0,0,31660.43,39221.17,18.59,"2020","future fund pac","C00691402","N","NY",328
"comm142977",4841,68.83381089,0.711318052,0.318767908,2.912067324,0.211781546,0,0.363451431,0,0,0,0,0,0,0,0,0,0.568403121,0,0,0.397708571,0.399431381,0.361301809,0.363451431,0.444444444,0.552028219,0.597295708,0.652557319,0.833039389,0.841269841,756,939,0.019953952,1303,1701,26,3.295836866,22994.46,8307.94,0,0,0,0,0,0,0,22994.46,1.305448964,0,0,0,0,22858.46,22858.46,0,"2018","bold democrats ii","C00662734","N","DC",NA
