"bonica_rid","hvv_total","mean_age","pct_65_plus","pct_75_plus","ratio_u40_o75","high_volume_vendor_pct","political_spending_pct","fundraising_spending_pct","consulting_spending_pct","overhead_spending_pct","payroll_spending_pct","admin_ops_spending_pct","other_political_spending_pct","other_consulting_spending_pct","ie_spending_pct","cand_contrib_spending_pct","cand_support_pct","transfer_out_pct","listaq_pct","list_data_spending","overlap_pct_weighted","overlap_donations_pct_weighted","fundraising_inefficiency","fundraising_inefficiency_full","pct_spam_donations_100plus","pct_spam_donations_10plus_distinct","pct_spam_either_100n_10d","pct_overall_donations_100plus","pct_overall_donations_10plus_distinct","pct_overall_either_100n_10d","n_spam_donations_100plus","n_spam_donations_10plus_distinct","refund_rate","total_donors","total_donations","n_refunds","log_n_refunds","total_indv_contribs","total_fundraising","total_fundraising_consulting","total_other_consulting","total_payroll","total_admin_ops","total_other_political","candidate_contributions","independent_expenditures","total_raised","mean_donations_per_donor","pct_donors_repeat","pct_raised_repeat","pct_donors_high_freq","pct_raised_high_freq","total_receipts","total_disbursements_fec","cash_on_hand","cycles_included","committee_name","fec_committee_id","cmte_type","cmte_state","party"
"comm206839",2141412.23,75.46505604,0.925049531,0.601171009,9.342204133,0.93819023,0,0.998794739,0,0.001205261,0,0.001205261,0,0,0,0,0,0,0,0,0.530862984,0.590284705,1,1,0.5834311,0.843521663,0.846248842,0.718796954,0.931594113,0.932530616,113384,163930,0.026427585,74619,194340,1972,7.587310506,2057603.94,2279741.57,0,0,0,2751,0,0,0,2071103.94,2.604430507,0.008000643,0.112574394,0.000629866,0.022491232,2065480.51,1403381.26,662099.25,"2026","retired dems 2026","C00895193","O","DC",328
"comm210541",2032995.94,73.61016091,0.858437948,0.533813818,7.297057958,0.679663072,0.046854387,0.757331837,0.02841686,0.013530053,0.003229803,0.010300249,0.046854387,0.02841686,0,0.156359593,0.156359593,0,0.002305764,6507,0.5174408,0.574661205,0.802361811,0.737297185,0.582140284,0.793109898,0.796382388,0.718497008,0.907595996,0.909666279,109507,149604,0.098578256,65172,189215,5954,8.691986482,2755524,2265317.35,0,85000,9660.93,30809.92,140150,467700,0,2782724,2.957337806,0.010963143,0.136776636,0.000575582,0.021039181,3212559.7,2991181.99,337117.2,"2024, 2026","elect dems now pac","C00880062","N","DC",328
"comm135305",1954056.36,57.74043179,0.437464559,0.196789538,1.047486465,0.039233554,0.353563947,0.05780458,0.004893777,0.106408989,0.061729602,0.044679387,0.170680703,0.004881981,0.351007466,0.006474776,0.006576178,0.000622689,0,0,0.117096269,0.091220109,0.452819954,0.467281798,0.151925956,0.214689425,0.229454441,0.468481291,0.613424735,0.631367868,34451,47735,0.003089034,61432,188642,111,4.718498871,3884279.09,2879000.13,587.5,243150.69,3074488.76,2225290.14,8500879.42,322481.04,17482188.04,4715241.31,3.53173987,0.012369984,0.085351613,5.314e-05,0.000532015,54578671.2,49703666.98,4985394.14,"2018, 2020, 2022, 2024, 2026","working families party national political action committee","C00606962","Q","NY",328
"comm139707",823789.3,50.30759895,0.18714519,0.065949983,0.52916103,0.088055481,0.302503184,0.167742994,0.145884433,0.233290806,0.09770377,0.135187051,0.073662197,0.145884433,0,0.013361348,0.013361348,0.01368202,0,0,0.072332893,0.051951172,0.352740481,0.72938381,0.069187915,0.083457578,0.099296714,0.416457551,0.4627019,0.527157962,9913,12675,0.007705718,36462,183930,496,6.208590026,3699542.47,1569293.38,0,1364799.03,914052.36,1264721.34,689135.18,125000,0,4010475.8,8.14034667,0.056540031,0.240018982,1.00693e-05,0.000186604,9386124.42,9355343.8,30780.62,"2018, 2020, 2022, 2024","real justice pac","C00632554","V","CA",328
"comm151506",1064520.3,75.28442252,0.900987192,0.5926577,9.078453184,0.462160737,0.00517654,0.822061467,0.00282197,0.027775543,0.021596644,0.0061789,0.00517654,0.00282197,0.031680603,0.056699898,0.056756718,0.053883921,0,0,0.428132728,0.479211377,0.859173796,0.836340141,0.642886963,0.834944823,0.841945968,0.821972083,0.952056268,0.95489807,117440,151547,0.030534354,70977,182820,2076,7.638679824,2288325.6,1893499.49,0,6500,49744.74,14232.2,11923.41,130600,72971.68,2355550.6,2.594727575,0.007288711,0.089429142,0.000226099,0.007685021,2480481.5,2301228.2,180373.18,"2020, 2022, 2024, 2026","unitedemocrats pac","C00740126","W","NC",328
"comm201254",10639.8,77.42614467,0.942117356,0.695249306,14.39283439,0.003648698,0.009259087,0.005467285,0,0.004598526,0,0.004598526,0,0,0,0.00411515,0.00411515,0,0,0,0.435622627,0.499324924,0.006712154,0.202045378,0.864724807,0.948955704,0.951988357,0.951934937,0.989372436,0.989742588,157731,173258,0.091935015,43595,182683,3883,8.264620829,2887918.71,15942.9,0,0,0,13409.55,0,12000,0,2962428.71,3.989883352,0.019770292,0.1543919,0.001126171,0.0248456,2990113.73,2916054.15,74059.58,"2022, 2024, 2026","future democrats pac","C00785311","N","CO",328
"comm22270",563680.8,55.47798618,0.356859335,0.134179403,0.785754513,0.021292345,0.09628857,0.126454872,0.109575535,0.352432186,0.215475011,0.134706789,0.116123578,0.107633958,0.108643786,0,0,0,0,0,0.09421913,0.076008344,0.676744211,0.609347299,0.105937526,0.14979417,0.164628736,0.463756042,0.562170676,0.59949029,20527,30175,0.003813302,60563,181391,250,5.525452939,3421311.03,3347690.68,51400.15,2849437.04,5704356.61,3566147,3074186.17,0,2876170.64,3619445.38,8.971842932,0.0133931,0.040419643,0,0,27041567.37,25006827.41,2617033.66,"2018, 2020, 2022, 2024, 2026","colorofchange pac","C00428557","V","CA",328
"comm11903",172941.6,59.60599075,0.467957195,0.168861525,1.1124093,0.001401283,0.011988138,0.012753397,0.001070812,0.016172683,0.002900409,0.013224108,0.002772984,0.001070812,0,0.000172181,0.000172181,0.018189528,0,0,0.107685053,0.100109182,0.239546118,0.18160368,0.135040028,0.21820493,0.226529049,0.547484223,0.754960228,0.779351287,20825,35079,0.012273472,107216,181326,783,6.66440902,7969757.14,1573980.68,0,132155.95,357958.53,1632074.2,342232.17,21250,0,21895227.14,2.985697597,0.005426179,0.016279381,1.7436e-05,9.86314e-05,122292172.3,123416584.2,358802.95,"2018, 2020, 2022, 2024, 2026","pennsylvania democratic party","C00167130","Y","PA",100
"comm209741",2128765.03,73.67217031,0.868793325,0.526531873,6.942429947,0.473102626,0.002233435,0.505294946,0.004555977,3.72034e-06,0,3.72034e-06,0,0.004555977,0.434243694,0,0,0.015556994,0,0,0.503920677,0.560445552,0.919046836,0.80052834,0.611115735,0.828482854,0.833116501,0.758570595,0.93175835,0.934083129,109029,147919,0.062074825,66359,178428,3814,8.246695944,2449498.36,2273617.08,0,20500,0,16.74,0,0,1953916,2463998.36,2.852915366,0.007228907,0.104515001,0.000395726,0.017642301,4580411.13,4499584.05,102406.76,"2024, 2026","pro choice majority 2024","C00864363","V","DC",328
"comm208878",1247963.94,76.68029178,0.927346361,0.660087159,12.19697807,0.581314516,0.010993124,0.64129862,0.056715414,0.012114749,0,0.012114749,0.011319191,0.056715414,0,0.242920096,0.243118158,0.028566751,0,0,0.433655629,0.487816046,0.562352181,0.547109935,0.674261253,0.877850708,0.879663725,0.836526584,0.965150176,0.965552082,118946,154864,0.033144046,67395,176484,2247,7.717796211,2484653.03,1376737.6,0,121756.45,0,26007.9,24300,521500,0,2507953.03,2.61308378,0.006929214,0.078478183,0.000289384,0.009708653,2586214.27,2048541.56,537672.71,"2024, 2026","democratic turnout project pac","C00844639","Q","RI",328
"comm205702",1724110.42,75.29202789,0.89857137,0.60902628,9.265024648,0.885884142,0,0.959139413,0.032563406,0.000472458,0,0.000472458,0,0.032563406,0,0,0,0,0,0,0.504571503,0.56779066,0.822634904,0.828249177,0.617474785,0.845974806,0.848189803,0.75067664,0.934296324,0.935617031,104260,142842,0.015315017,66536,168849,1019,6.927557906,2269147.64,1866680.05,0,63375,0,919.5,0,0,0,2275647.64,2.537708909,0.00802573,0.112729073,0.000601178,0.02056034,2255967.3,1913051.2,348752.47,"2026","pro choice majority 2026","C00894063","V","DC",328
"comm206366",3371142.44,70.7214661,0.772321574,0.407995384,4.426902552,0.588324866,0.013961436,0.710921575,0.006125241,0.092790525,0.01229828,0.080492245,0,0.006125241,0.027478879,0.214657078,0.214657078,0,0,0,0.312030279,0.343152074,0.957937688,0.747504183,0.323643508,0.52675233,0.529414945,0.506939424,0.7652432,0.766718203,54989,89229,0.039272957,108064,168621,4244,8.353497099,4320942.48,4073630.12,0,35098.06,70470,461226.17,0,1230000,157455.89,4386271.48,1.677708107,0.001355253,0.021005696,9.10153e-05,0.003734312,5752825.53,5730069.62,22755.91,"2022, 2024","democrats united","C00819631","N","DC",NA
"comm151321",92300.49,69.36751717,0.756131713,0.324409726,3.267329599,0.027755234,0.077415843,0.238629252,0.063771611,0.008623165,0,0.008623165,0.077415843,0.063771611,0.499219033,3.00705e-05,3.00705e-05,0,0.013665068,86739.49,0.297477277,0.287208238,0.473064834,0.369907247,0.413131896,0.545783043,0.568917725,0.704141399,0.8467341,0.865728562,66646,90738,0.014673892,66258,165014,809,6.697034248,2132453,793565.54,0,212073.55,0,28676.48,257447.67,100,1660161.18,2515553,4.941669346,0.02617982,0.133889149,0.000568297,0.005729259,3372436.71,3325516.6,46920.11,"2020, 2022, 2024","committee to protect medicare pac","C00736637","O","IL",328
"comm154498",1758555.22,73.99912745,0.875300445,0.552704498,7.53786198,0.696296888,0,0.777986593,0.00339313,0.011340552,0.010690603,0.000649949,0,0,0,0,0,0.220543183,0.015305171,36952,0.508338949,0.56735105,0.761313833,0.760075317,0.601675169,0.808686134,0.809982487,0.727994365,0.908252748,0.908677885,97710,131941,0.067129197,66076,163694,3487,8.157083785,2603003.47,1964869.31,8569.63,0,27000,1641.5,0,0,0,2639462.47,2.586267764,0.008996681,0.103499981,0.000570448,0.013800042,2635016.97,2525582.48,145037.27,"2024, 2026","democrats vote","C00887588","N","CA",328
"comm209301",634433.32,73.71310139,0.864027012,0.526242695,7.057863163,0.231610749,0,0.976004736,0.000638867,0.015329727,0.01130998,0.004019747,0,0.000638867,0,0.000730134,0.000730134,0,0,0,0.281841143,0.302789453,1,0.966999699,0.409060259,0.638882841,0.64322427,0.711827425,0.925768162,0.926784901,65620,102669,0.010214298,78844,161175,816,6.705639095,2468935.4,2673493.9,0,1750,30980.55,11010.98,0,2000,0,2517435.4,2.073991017,0.002829448,0.03688933,8.77983e-05,0.00584262,2753505.79,2739222.26,60878.06,"2024, 2026","blue amp action pac","C00852400","V","OH",328
"comm208288",1404070.18,76.81776849,0.943223996,0.67103489,13.23927474,0.54745857,0.000360653,0.669128859,0.023468005,0.095461167,0,0.068279944,0.031616199,0.019885322,0,0.1462156,0.1462156,0.090653672,0.009387827,25000,0.480473212,0.536787375,0.609440379,0.694393598,0.852974471,0.953212775,0.956170129,0.937230829,0.986722814,0.987685998,136731,152776,0.094845292,36976,160228,3485,8.156510226,2814752.54,1716118.68,9188.53,51000,0,175117.97,81086.25,375000,0,3092822.54,4.332733651,0.024156442,0.170245211,0.001057301,0.018206868,2642019.13,2564705.82,77313.31,"2024, 2026","take back the house pac","C00829895","Q","DC",328
"comm154080",1085607.83,72.59883158,0.835624204,0.4666491,5.466618578,0.332111656,0,0.735124904,0.010860242,0.030928926,0.011439852,0.019489074,0,0.010860242,0,0.05032422,0.05032422,0.004588835,0,0,0.306274556,0.342128452,0.822765835,0.816319522,0.51905304,0.70561217,0.714053408,0.761974069,0.927431525,0.929485645,82625,112327,0.023860943,71447,159605,1595,7.375255778,3029732.05,2402979.05,0,35500,37394.63,63705.96,0,164500,0,3104736.05,2.137630707,0.00345691,0.052608464,8.42278e-05,0.002446194,3268803.76,3268803.76,16822.65,"2020, 2022, 2024, 2026","defeat republicans pac","C00755702","V","DC",328
"comm139401",602585.72,74.90797003,0.899631513,0.570230354,8.5757623,0.225292418,0.186354939,0.40853067,0.069752485,0.294435156,0.009459657,0.284975499,0.171385985,0.060314819,0,0.078349052,0.084116747,0,0.0010261,2315.41,0.265733369,0.286308596,0.437192049,0.427399232,0.502508536,0.731033158,0.740436819,0.824282854,0.96559499,0.967995711,83526,116227,0.020124127,68416,159326,1507,7.318539549,2396504.84,1092689.89,25242.76,161323,25301.58,762219.02,458403.12,209558.85,0,2452804.84,2.301916352,0.003782858,0.062766615,0.00011997,0.012476361,2506245.17,2479180.84,122466.39,"2018, 2020, 2022, 2024, 2026","the majority rules","C00629063","N","IA",328
"comm138033",571451.18,67.160756,0.676876163,0.36473479,3.131183751,0.108236329,0.190995802,0.230278156,0.130793854,0.183384347,0.086778095,0.092491077,0.040790441,0.118322047,0.004735099,0.164959438,0.164959438,0,0,0,0.263480848,0.253494914,0.44765217,0.379925067,0.393534909,0.537700797,0.548356317,0.678412879,0.819433744,0.829648869,55160,75902,0.017762505,79168,159137,1176,7.070724107,3926909.44,1215790.72,65846.92,624700.36,458158.97,488321.58,215359.72,870930,24999.72,4498804.44,2.274218446,0.006691673,0.053870265,0,0,5271151.45,5279661.53,83590.72,"2018, 2020, 2022, 2024, 2026","collective pac; the","C00617381","Q","DC",328
"comm142188",921732.73,74.72342176,0.888400968,0.56012235,7.686556892,0.479962186,0,0.744937405,0.069828852,0.026358283,0,0.026358283,0.000208287,0,0,0.19917437,0.19917437,0,0,0,0.436220405,0.496087501,0.734754133,0.736280151,0.724298347,0.841579217,0.859671634,0.854385855,0.94747834,0.952264539,116320,133582,0.044959362,43832,157535,2216,7.70391021,1886405.8,1430598.51,134101.27,0,0,50619.18,400,382500,0,1902705.8,3.222886064,0.014567095,0.158776924,0.000742058,0.025975722,1966165.6,1920427.81,45737.79,"2018, 2020, 2022, 2024, 2026","democratic conservation alliance pac","C00657452","Q","DC",328
"comm150994",4909.15,62.29271045,0.541611831,0.212319599,1.485446363,5.85928e-05,0.092386229,0.00240881,7.07294e-05,0.022952311,0.02100933,0.001942981,0,7.07294e-05,0.000596772,0.000328224,0.000328224,0,0,0,0.062279797,0.056816684,0.002760091,0.004085721,0.041902731,0.091338127,0.096099385,0.362032023,0.64095113,0.64625659,6458,14044,0.005885022,77512,157421,595,6.390240667,22979536.41,201820.04,0,5926,1760248.49,162790.96,0,27500,50000,49227566.36,2.574118329,0.006449053,0.042631486,3.77457e-05,0.000350252,85383059.84,83784132.18,1778927.66,"2020, 2022, 2024, 2026","movement voter pac","C00728360","V","MA",328
"comm210564",3181763.36,73.66914231,0.875763625,0.522137914,6.857343216,0.931489098,0,0.998672339,0,0.001327661,0,0.001327661,0,0,0,0,0,0.261729895,0,0,0.514756705,0.560938034,0.931151353,0.929302045,0.564165814,0.802701219,0.80544636,0.703120251,0.910811605,0.911810483,86543,123292,0.09378912,71465,153654,6507,8.780787468,2289723.98,3411246.64,0,0,0,4535,0,0,0,2326723.98,2.147914351,0.003514335,0.070725295,8.15502e-06,0.000501938,2964257.26,2488372.66,475884.6,"2024, 2026","retired dems 2024","C00880401","O","DC",328
"comm149356",372839.76,75.41486312,0.898791014,0.599925668,9.221918514,0.149564374,0.135310392,0.489280024,0.072645033,0.130447176,0.103545251,0.026901924,0.135310392,0.070237845,0,0.011432752,0.011583733,0.01002873,0.040737674,93442.8,0.388883526,0.440747509,0.537693794,0.512310963,0.702449142,0.849532064,0.861361838,0.879954846,0.967640534,0.969373302,105081,127693,0.039491215,54457,152218,1675,7.424165281,2269842.23,1223055.35,6000.73,175091.57,258121.54,67062.14,337306.89,28500,0,2308442.23,2.65010987,0.008511278,0.098607559,0.000524118,0.015607022,2467632.38,2465895.45,18264.22,"2020, 2022, 2024, 2026","abolish the electoral college","C00708552","N","DC",328
"comm206385",1052214.99,76.07203597,0.922379063,0.632613304,10.98630597,0.525318391,0.018663964,0.734467513,0.053669381,0.054592125,0,0.054592125,0.003245125,0.053669381,0,0.033699379,0.036133822,0.117823013,0,0,0.523098335,0.582517609,0.808631304,0.789722204,0.781206083,0.939039182,0.940241668,0.879444668,0.979866548,0.980017818,118613,142524,0.087032462,46946,151703,3904,8.270013062,1835102.75,1471141.58,0,107500,0,109348.26,6500,67500,0,1850302.75,3.309775377,0.014969766,0.170045035,0.000964807,0.024233191,1965419.42,1945191.43,93402.72,"2024, 2026","stop gun violence pac","C00819912","V","DC",328
"comm203759",962481.66,70.62206864,0.789308461,0.395218088,4.061963901,0.129135466,0.006777164,0.187972793,0.032740541,0.141283458,0.131687572,0.009595886,0.005032963,0.032740541,0,0.040465453,0.040465453,0,0.007392004,50035,0.214415944,0.213837334,0.364328472,0.339125022,0.325387128,0.506732359,0.513089275,0.636278784,0.80350074,0.80746651,48398,75417,0.015628594,59670,150721,900,6.803505258,3961142.05,1401012.22,0,244024.13,981503.2,71520.74,37512.04,301600,0,5898604.06,2.419862856,0.005898806,0.078079447,9.95089e-05,0.001133985,11731085.8,7453271.27,4277814.53,"2022, 2024, 2026","jane fonda climate pac","C00806893","W","DC",328
"comm206337",1424518.65,74.43035574,0.889936746,0.560282386,7.897877164,0.802492858,0,0.929084587,0.050296281,0.000487574,0,0.000487574,0,0.050296281,0,0.078433932,0.078433932,0,0,0,0.494651487,0.556325893,0.7347332,0.742561631,0.561033908,0.811165039,0.813980201,0.705111777,0.915000697,0.916368441,84499,122172,0.046257359,51127,150613,2365,7.768956045,2244670.27,1649233.77,0,89281.78,0,865.5,0,139229.4,0,2255170.27,2.945860309,0.010503257,0.102359145,0.000606333,0.016595616,2227208.51,1775116.92,452091.59,"2026","democrats win fund","C00894881","Q","DC",328
"comm7462",0,59.22140494,0.378633971,0.115103736,1.2713576,0,0.00017373,0.023055782,0,0.013548238,0.011678912,0.001869327,0,0,0,0.357420286,0.357420286,0,0,0,0.012572358,0.011275689,0.038259165,0.028412318,0.00698021,0.017775329,0.019873682,0.403646133,0.355379726,0.474474125,1170,2998,0.038786081,14482,150295,642,6.466144724,21943255.95,796263.05,0,0,403347.24,64559.76,0,12344000,0,26576911.98,9.486620166,0.048323007,0.14530364,0,0,33815274.41,34536372.08,1353422.58,"2018, 2020, 2022, 2024, 2026","american association for justice political action committee (aaj pac)","C00024521","Q","DC",NA
"comm159714",815186.44,73.39706533,0.857675882,0.52361706,7.057571257,0.464298121,0,0.554685028,0.035526346,4.31157e-06,0,4.31157e-06,0,0.035526346,0,0.370214425,0.370214425,0,0,0,0.506661245,0.557156827,0.420825066,0.421253602,0.580751135,0.806660201,0.809675254,0.722746938,0.918102111,0.919561219,84609,117991,0.038863107,61468,146763,2070,7.635786861,2342436.23,973882.28,0,62375,0,7.57,0,650000,0,2377566.23,2.645454331,0.008059844,0.091103561,0.000271749,0.012805582,2347515.73,1755739.26,591776.47,"2024, 2026","battleground democrats","C00884510","O","DC",328
"comm163491",868295.74,74.96572982,0.902799458,0.592315555,9.166414991,0.722800761,0,0.810530432,0.033773125,0.010607068,0,0.010607068,0,0,0,0,0,0,0,0,0.508856184,0.565613417,0.541482205,0.58710471,0.597726183,0.81311554,0.814314088,0.718978152,0.89928772,0.9,87274,118723,0.063279084,47251,146010,2990,8.003363059,1798184.32,973684.81,40571.43,0,0,12742.2,0,0,0,1818184.32,3.090093331,0.013121415,0.196440942,0.001227487,0.05201873,1663113.53,1201293.34,461820.19,"2026","justice pac","C00898395","N","DC",328
"comm208104",3107102.53,70.20214314,0.752895538,0.404747331,4.16765745,0.441936999,0,0.585303668,0.007998335,0.067103053,0.041267603,0.02583545,0,0.007998335,0.066780383,0.282050901,0.282050901,0,0,0,0.409930213,0.423771709,1,0.58544393,0.299728324,0.504164323,0.50701143,0.476015697,0.727363785,0.728866234,43689,73488,0.042085992,92311,145762,3885,8.26513563,4077845.91,4115062.81,0,56233.46,290137.9,181639.9,0,1983000,469509.22,4187445.91,1.579031751,0.001646608,0.023021675,7.58306e-05,0.00271311,7089035.12,7030645.86,59108.52,"2024","democratic power, inc.","C00827253","V","DC",328
"comm7329",460645.98,65.63260413,0.636888598,0.278542647,2.270618637,0.005628823,0.01543071,0.012715055,0.004320017,0.083482571,0.062983822,0.020481723,0.007840228,0.004320017,0,0.000277804,0.000277804,0.076774651,0,0,0.14960277,0.137643922,0.384050937,0.173625412,0.220462752,0.332016286,0.341476836,0.631024626,0.783006134,0.807673588,27084,40821,0.013144296,55727,144643,896,6.799055862,6133447.49,1040561.95,0,353537.24,5154407.22,1676162.79,641620.75,22734.66,0,19555361.96,2.892975129,0.011805326,0.045569507,0.000139852,0.001865431,82135523.14,81837002.23,1969732.15,"2018, 2020, 2022, 2024, 2026","ohio democratic party","C00016899","Y","OH",100
"comm207247",1239213.09,73.05998347,0.851447548,0.505068802,6.253655713,0.531751231,0.035570726,0.847236119,0,0.113387397,0.023569822,0.089817576,0.035570726,0,0,0.00214552,0.00214552,0,0.140108125,326513.25,0.379173229,0.405190334,0.642083857,0.67400362,0.369181514,0.634054732,0.636043603,0.59372293,0.853613577,0.854181826,53274,91496,0.013917035,81914,144303,1140,7.03966035,3075035.96,1974430.95,0,0,54928,209314.26,82895.36,5000,0,3082435.96,1.761640257,0.001171961,0.014548828,0,0,2930407.04,2330437.65,599969.39,"2026","no surrender fund","C00895607","V","DC",328
"comm208460",126160.71,49.18188713,0.191064751,0.049356945,0.390090041,0.010623814,0.542320228,0.063165301,0.014088843,0.234430543,0.009727189,0.224511358,0.255756937,0.00218215,0,0.079011139,0.079011139,0,0.002323891,26875,0.029023302,0.025617221,0.118738793,0.096737594,0.013320014,0.032128692,0.035435623,0.287257794,0.588971138,0.59257192,1908,4630,0.02020869,24134,143975,456,6.124683391,6645429.87,750105.32,141395.25,25913.63,115513.05,2666134.11,3037183.95,938279,0,6994877.87,6.741053598,0.0059141,0.023941884,0,0,12223340.87,11875274.98,545773,"2024, 2026","vote save america","C00835587","Q","DC",328
"comm8962",66236.89,67.15968714,0.669475465,0.349650887,2.808461732,0.000912053,0.006531325,0.033961906,0,0.029716712,0.024605277,0.005111435,0.009203499,0,0,0.009595731,0.009595731,0.039276672,0,0,0.179745357,0.145806167,0.350419315,0.176071606,0.243270342,0.374818942,0.381895125,0.666709054,0.797963868,0.820977053,29886,46104,0.015224059,46338,138681,719,6.579251212,7928570.57,2466448.51,0,0,1786932.93,371212.73,668394.62,696880.11,0,10989645.12,2.963854522,0.016026884,0.109083916,0.000386396,0.008283035,75609856.65,72623971.6,3571021.61,"2018, 2020, 2022, 2024, 2026","california democratic party","C00105668","Y","CA",100
"comm169682",149572.74,76.22147224,0.929662507,0.646260782,11.79535596,0.550201662,0,0.807621468,0,0,0,0,0,0,0,0,0,0.091631158,0,0,0.467992836,0.520971129,0.117504266,0.141008241,0.598060243,0.825952611,0.828082854,0.744458097,0.935358397,0.935809165,82259,113604,0.017639021,48302,137543,852,6.748759547,1868464.16,219552.51,0,0,0,0,0,0,0,1872464.16,2.847563248,0.01130388,0.207535011,0.001200778,0.050087474,1557377.03,271850.76,1285526.27,"2026","elect diverse democrats 2026","C00910653","N","DC",328
"comm163488",1370867.72,73.92685636,0.874357539,0.544668762,7.355432622,0.85446553,0,0.961965447,0.015582567,0.000286719,0,0.000286719,0,0.015582567,0,0,0,0,0.030091807,48278,0.481400554,0.523387794,0.692452979,0.69837234,0.457906985,0.717284179,0.719138562,0.613039784,0.856259466,0.85701304,61980,97088,0.002014855,58565,135355,118,4.779123493,2228795.32,1543335.96,0,25000,0,460,0,0,0,2228795.32,2.311192692,0.005071288,0.054287861,8.53752e-05,0.003013063,2229712.03,1487206.07,742505.96,"2026","the no kings pac","C00898379","V","DC",328
"comm7480",1285957.61,63.42228362,0.584431404,0.236644906,1.654470253,0.015207246,0.010637103,0.073519738,0.00427434,0.090072863,0.039794014,0.049975317,0.008851617,0.00427434,0.006204534,0.000337687,0.000337687,0.075618369,0.002361321,140658.48,0.098343812,0.09865083,0.636031831,0.240084276,0.078850932,0.149869988,0.15580284,0.339820229,0.526279937,0.542484758,10993,20249,0.003885845,68107,132520,250,5.525452939,9646022.74,6216987.85,0,361447.44,3365067.79,4226020.79,748511.88,28555.5,524668.84,17109505.31,1.956302757,0.003417041,0.011792894,1.24554e-05,6.87281e-05,86972562.05,84562160.42,2780203.66,"2018, 2020, 2022, 2024, 2026","minnesota democratic-farmer-labor party","C00025254","Y","MN",100
"comm144362",911404.54,70.07693322,0.767332199,0.395186249,3.757873521,0.257493001,0.013796137,0.350149672,0.361380029,0.147721693,0.044038833,0.10368286,0.004726024,0.361380029,0,0.018682558,0.018709026,0,0.001293788,14223.12,0.250099943,0.245319012,0.427552252,0.450035128,0.400508975,0.574645644,0.589909396,0.686039408,0.859248935,0.86162793,54750,77130,0.010409595,68844,131703,650,6.478509642,3090018.75,1239365.73,0,1279115.93,155876.83,366988.73,16727.91,66127.5,0,3242148.75,2.279059318,0.007651773,0.094673435,7.0691e-05,0.002617515,3930695.48,3520791.6,422567.73,"2020, 2022, 2024, 2026","youth progressive action catalyst","C00670216","W","DC",328
"comm152146",12755,61.62262797,0.460290879,0.11304764,1.40477352,0.003422797,0.042467105,0.178783623,0.278441583,0.01653167,0,0.01653167,0.002214151,0.278441583,0.415227869,0,0,0,0,0,0.135899305,0.130523873,0.269662551,0.286125767,0.16972703,0.293173857,0.311508847,0.613975325,0.858714975,0.863755815,20790,36932,0.006904576,60586,130417,281,5.641907071,3276548.43,666234.37,0,1037608.2,0,61605.01,8251,0,1547340.15,3826908.43,4.525138316,0.017339266,0.155365974,3.92111e-05,0.0030687,3729918.25,3719201.86,83838.08,"2020, 2022, 2024, 2026","really american pac","C00748582","O","DC",328
"comm152998",1213914.33,74.51155741,0.885181689,0.566816044,8.052516092,0.819512582,0,0.927097605,0.045526664,0,0,0,0,0.045526664,0,0.027003968,0.027003968,0.006750992,0.016627555,23576.06,0.525513001,0.580551378,0.735907539,0.739919467,0.614149343,0.833571094,0.834575889,0.73795589,0.92234459,0.923131886,77144,104968,0.035281515,53571,125927,1756,7.471363088,1886703.55,1373276.13,0,67437,0,0,0,40000,0,1896203.55,2.360697695,0.005902326,0.08106482,0.000229273,0.009486129,1891150.39,1481263.81,409886.58,"2024, 2026","freedom democrats","C00886978","N","DC",328
"comm198386",0,71.06535226,0.838092781,0.346729439,4.586363851,0,0.34335815,0.050646849,0,0.10161119,0.094839909,0.006771281,0.34335815,0,0.140835144,5.87811e-06,5.87811e-06,0,0,0,0.21065346,0.222898043,0.052143626,0.050289989,0.247297163,0.519133897,0.5225016,0.60368058,0.905634644,0.906148048,30285,63510,0.004297357,75814,121983,332,5.80814249,2506185.34,137858.95,0,0,258150.91,18431.19,934608.86,16,383348.33,2526785.34,1.577318324,0.000593835,0.009220973,0,0,2746456.51,2721964.98,24464.04,"2022, 2024","november coalition","C00766659","O","FL",328
"comm11272",119202.61,67.34599228,0.691076533,0.324763002,2.608732692,0.002347428,0.004293883,0.010629138,0.003292436,0.013484206,0.002452425,0.011205735,0.004256709,0.003292436,0,0,0,0.111913951,0,0,0.130271978,0.124314254,0.079713721,0.065883563,0.215622515,0.325525559,0.337041272,0.621140411,0.768536848,0.785612125,26505,39465,0.002614631,45329,121931,113,4.736198448,5251871.11,539748.52,0,167190.18,124534.37,569028.16,216156.04,0,0,6567339.79,2.765775801,0.011572072,0.060900176,0.000225134,0.005115114,52375229.59,50780083.04,1780774.31,"2018, 2020, 2022, 2024, 2026","democratic party of virginia","C00155952","Y","VA",100
"comm210090",221886.02,75.40306099,0.919043869,0.605854964,9.937516357,0.146587538,0,0.194035879,0,0.009676325,0,0.009676325,0,0,0,0,0,0.796075313,0,0,0.401547403,0.438528882,0.180925118,0.190240509,0.543746735,0.831530975,0.834309726,0.772701125,0.959519661,0.960001521,66364,101283,0.013258456,56120,121745,746,6.616065185,1619140.4,293707.43,0,0,0,14646.82,0,0,0,1654950.4,2.251913321,0.003650004,0.056917373,0.000375072,0.011191839,1531167.05,1509169.1,68759.07,"2024, 2026","democrats defending democracy","C00872440","N","DC",328
