"","Name","bonica_rid","pct_age_65plus","N"
"500","albertson corkery, sarah elaine","cand218759",0.70464135021097,3318
"501","black, dianne dodson","cand185082",0.70440251572327,159
"502","showalter, reed","cand172735",0.704370179948586,2334
"503","st mosley, clinton","cand219043",0.704203013481364,1261
"504","blazakis, jason","cand219266",0.704092339979014,1906
"505","van drew, jeff","cand143202",0.703916465659515,157540
"506","sturm, scott 1974","cand141227",0.703721604639923,2069
"507","mitchell, james bo","cand171531",0.703557312252964,253
"508","ausman, richard","cand213365",0.703488372093023,344
"509","trone garriott, sarah","cand167672",0.702775290957923,11170
"510","pardee, alan","cand173676",0.702702702702703,666
"511","ho, thien","cand175457",0.702205882352941,816
"512","deford, william mcadoo mac","cand219647",0.702169144528394,4103
"513","hennrich, brent william","cand213293",0.701762313601446,4426
"514","tipirneni, hiral vyas","cand141526",0.701736898282508,113363
"515","kelloff, alexander george","cand167663",0.701115241635688,1345
"516","carle, thomas a","cand219433",0.700787401574803,127
"517","davis, wendy","cand211460",0.700663716814159,4520
"518","ross, deborah","cand153279",0.700267327378236,30674
"519","rollins, will","cand211005",0.700211065473704,184303
"520","filler, peter steven","cand219719",0.7,120
"521","williams, brian","cand219836",0.699503498081697,8862
"522","freeman, sarah","cand219712",0.699115044247788,113
"523","khanna, rohit","cand45892",0.698893864584529,182889
"524","govens, rodney","cand159172",0.698744769874477,239
"525","walz, timothy j","cand990",0.698275862068966,116
"526","matsui, doris","cand121877",0.698104484512251,6489
"527","holland, mark r","cand215942",0.69781117281934,6122
"528","urban, libbi deann","cand219029",0.697674418604651,645
"529","smith, tina flint","cand143451",0.697489580304352,278559
"530","held, steve","cand219136",0.69562214351845,136094
"531","osyf, james","cand170355",0.695413758723828,2006
"532","keller, maura","cand218712",0.693652253909844,2174
"533","flowers, marcus","cand211457",0.693501910898775,774243
"534","fulford, jonathan steven","cand141610",0.693467336683417,199
"535","neumann, cora","cand154540",0.692536506219578,14792
"536","rush, carolyn","cand212257",0.692513368983957,374
"537","ellman, alissa","cand170618",0.692488262910798,852
"538","diemer, matthew","cand212653",0.692254335260116,4325
"539","min, dave","cand151641",0.692068965517241,58000
"540","conyers, john jr","cand53",0.691632928475034,1482
"541","crist, charlie joseph","cand106118",0.691592759081521,16462
"542","salinas, andrea","cand196677",0.691328886608517,58470
"543","gallagher, tom","cand148274",0.691176470588235,136
"544","cicilline, david n","cand1160",0.6907958984375,16384
"545","roe, ann","cand213341",0.689914701455093,3986
"546","blumenauer, earl","cand1425",0.689834024896266,19280
"547","carbajal, salud o","cand141978",0.689805027014329,8514
"548","kelly, robin","cand167729",0.689387402933563,3477
"549","scanlon, mary gay","cand144779",0.688668762104327,31497
"550","deluzio, christopher","cand157229",0.688429171505168,69753
"551","cherny, andrei","cand218205",0.688417618270799,8582
"552","johnson, tara","cand116977",0.687943262411348,1410
"553","sifton, scott","cand183631",0.687937999835106,12129
"554","della pia, max harold","cand141669",0.68790264853257,2794
"555","dunung, sanjyot","cand168255",0.687619047619048,525
"556","mannion, john w","cand192887",0.687278289452273,30727
"557","camp, lori ann","cand218822",0.687192118226601,812
"558","genant, pamela","cand212203",0.686796315250768,977
"559","gonzales torres, angela","cand164849",0.686378035902851,3788
"560","aboujaoude, rock adel jr","cand218588",0.686274509803922,1122
"561","boyda, nancy e","cand986",0.686217008797654,341
"562","lasry, alex","cand216332",0.686093046523262,15992
"563","ryan, timothy j","cand909",0.685902908908383,1045925
"564","tran, derek","cand218451",0.685691891121562,98238
"565","goodlander, maggie","cand219231",0.685398938410987,11869
"566","bjorkman, timothy w","cand141687",0.68515205724508,1677
"567","carper, thomas r","cand601",0.684908604547481,8972
"568","mcleod skinner, jamie","cand142611",0.684884767546522,47773
"569","elfreth, sarah kelly","cand175695",0.684478741991846,6868
"570","plaskett, stacey","cand121712",0.684101208459215,5296
"571","killin, jessica willow","cand169981",0.68366285119667,3844
"572","johnson, gloria","cand127447",0.683045790634323,154180
"573","bankole, yasmeen","cand168256",0.682905225863596,5645
"574","thompson, kelly elizabeth","cand169029",0.682852807283763,659
"575","jones, laura","cand153695",0.682737169517885,1286
"576","jones, marcus","cand218197",0.682552504038772,1238
"577","alexander, timothy c","cand171498",0.682142857142857,280
"578","navarre, stewart","cand213203",0.68212478920742,1186
"579","castro, joaquin","cand45198",0.681276798475465,25188
"580","castor, kathy","cand973",0.680900094889522,14754
"581","barry, megan","cand193612",0.680778894472362,7960
"582","mcmurray, nathan douglas","cand219441",0.680672268907563,357
"583","kerr, joseph","cand218436",0.680421103581801,8264
"584","grayson, alan mark","cand1035",0.680279206994567,55586
"585","varela, brian","cand212303",0.680156657963446,2298
"586","mehta, leslie","cand219896",0.679992004797122,5003
"587","behn, aftyn","cand170338",0.679634353741497,4704
"588","blouin, nate","cand176282",0.678934296680966,4429
"589","jaslow, allison","cand182039",0.678504672897196,535
"590","hudspeth, richard dr.","cand173036",0.678423236514523,482
"591","rikleen, alexander","cand167731",0.678383128295255,569
"592","finnie, shaun","cand169734",0.677385892116183,964
"593","feuer, michael","cand218387",0.677137870855148,1719
"594","mannion, nancy","cand170328",0.676923076923077,325
"595","lange, paul","cand211601",0.676282051282051,312
"596","cooper, james hs","cand605",0.67572741194487,2612
"597","walker, alex","cand211086",0.675553381435734,8177
"598","davis, christy","cand171579",0.675381263616558,459
"599","torres, norma","cand186488",0.675144648023144,8296
"600","ansari, yassamin","cand218223",0.674985633363435,12181
"601","jones, herbert carroll jr","cand203362",0.674745726033326,4621
"602","bengs, brian l","cand216258",0.674437869822485,8450
"603","mixon, luke","cand215958",0.674057946102867,52359
"604","johnson, sheryl","cand200037",0.673913043478261,736
"605","crockett, jasmine","cand180276",0.673207435821776,61002
"606","reagan, joseph f","cand218536",0.672992700729927,685
"607","osberg, erik","cand165010",0.672447013487476,1038
"608","kastenbaum, diana k.","cand169723",0.672222222222222,180
"609","torres, ruth","cand212948",0.672222222222222,180
"610","mcnerney, jerry","cand967",0.672168042010503,5332
"611","achilles, todd baker","cand169754",0.672,125
"612","scott, robert c","cand1558",0.671945025395877,3347
"613","barnes, mandela","cand128068",0.67190890184276,800104
"614","trambauer smith, brittany","cand211455",0.671284634760705,794
"615","gray, adam c","cand123144",0.671068988400677,106989
"616","bailey, kathleen cordelia","cand212946",0.670995670995671,231
"617","feinstein, dianne","cand1616",0.67098919368246,36090
"618","brown, shontel m","cand155906",0.670494509438025,13933
"619","kier, grant","cand142548",0.67032967032967,3731
"620","cohn, alan michael","cand162615",0.669711675706537,21018
"621","rivera vazquez, mayra","cand169075",0.669275929549902,511
"622","peterson, kaylee jade","cand211499",0.669070735090153,3605
"623","pillersdorf, ned","cand169034",0.66887417218543,302
"624","khanna, lisa vedernikova","cand169110",0.668744434550312,2246
"625","jones, chris","cand170592",0.668597914252607,4315
"626","kripchak, michael lawrence","cand219477",0.668493150684932,730
"627","shrewsbury, zachary c","cand223643",0.66846103536751,19877
"628","lynn, eric","cand121917",0.668191322530058,7652
"629","molesevich, mike","cand139059",0.668161434977579,223
"630","mcgarvey, morgan","cand125112",0.667166676282236,17333
"631","mcbride, sarah elizabeth","cand164677",0.666591469128518,57626
"632","schultz, matthew damian","cand174348",0.666482910694598,1814
"633","cardenas, tony","cand160651",0.666234413965087,10025
"634","sarbanes, john p","cand988",0.666133272373986,8749
"635","sanchez, linda","cand876",0.665861971030957,7042
"636","limon, santos m","cand219787",0.665584415584416,308
"637","dexter, maxine","cand196610",0.665512356367071,6353
"638","heinz, matthew gerald","cand141053",0.665271966527197,4063
"639","chaaban, marc","cand174513",0.664827586206897,725
"640","vasquez, gabriel","cand157347",0.664723873276011,103974
"641","burnett, debby","cand218489",0.664697193500739,677
"642","coleman, bonnie watson","cand186718",0.66453223355763,18428
"643","bergman, lore ann","cand219703",0.664285714285714,140
"644","marlinga, carl","cand211908",0.664003947814823,32423
"645","ruppersberger, ca dutch","cand895",0.663817300331717,7838
"646","biss, daniel","cand168259",0.663804319542024,3843
"647","jayapal, susheela","cand219537",0.663763327827001,6659
"648","larson, john b","cand1512",0.66314465408805,7950
"649","croisant, john thomas","cand216479",0.662995594713656,454
"650","pansing brooks, patty","cand212214",0.662883720930233,10750
"651","lawson, alfred jr","cand165080",0.662854301342616,2011
"652","castelli, matt","cand212529",0.662572147402694,27028
"653","mccollum, betty","cand842",0.662508316699933,12024
"654","kaptur, marcy c","cand615",0.662481222650382,61244
"655","wright, glenn","cand112698",0.662404092071611,391
"656","sewell, terri a","cand1093",0.66212578513745,12259
"657","hardy, kimberly dr.","cand169713",0.661450924608819,1406
"658","lowey, nita m","cand784",0.661161427810336,3754
"659","hewitt, patti","cand218698",0.660808435852373,569
"660","moss, jeremy","cand167697",0.660489251297257,2698
"661","gunby, patricia washburn","cand184124",0.66017094017094,5850
"662","beriont, carleigh","cand169054",0.660140955364135,2554
"663","waldman, amanda","cand197769",0.660087719298246,456
"664","schmidt, patrick","cand211679",0.659804252446844,2963
"665","gillibrand, kirsten elizabeth","cand999",0.659372305214931,437187
"666","munns, shante","cand211250",0.659259259259259,135
"667","carter, cole","cand173272",0.659154929577465,355
"668","beasley, cheri","cand188086",0.659010562245849,459372
"669","chung, eric","cand167696",0.658869728529964,5857
"670","lubin, rob","cand219349",0.658857377722976,2433
"671","sanchez, monica dr.","cand175478",0.658590308370044,454
"672","kim, andy","cand141174",0.658432216289435,292349
"673","gaughran, james f","cand219338",0.658402203856749,726
"674","ackerman, patricia geraldene","cand153382",0.658144716781987,8527
"675","busch, emily","cand181647",0.657850845842268,4197
"676","heck, dennis","cand39888",0.657628920786816,1881
"677","budzinski, nikki","cand157217",0.6574301548306,35006
"678","ettinger, jeffrey m","cand211956",0.657354618015964,3508
"679","pierce, frank","cand219192",0.65668202764977,434
"680","good, margaret elizabeth rowell","cand149872",0.656364656623646,23167
"681","garcia, eric","cand150589",0.655966767371601,10592
"682","koble, clint matthew","cand144137",0.655957161981258,1494
"683","mcdonald rivet, kristen","cand181513",0.655940291202741,49038
"684","nolan, richard m","cand280",0.655856076367642,8171
"685","o donnell, john robert","cand218237",0.65546218487395,119
"686","gray jackson, elvi","cand215702",0.655007949125596,629
"687","doherty, alexandra jane","cand218732",0.654685966633955,8152
"688","gluesenkamp perez, marie","cand157279",0.65429496735722,116718
"689","mcdow, daniel","cand218610",0.653932584269663,445
"690","jones, rebekah","cand211171",0.653562038312257,7987
"691","peters, alvin john 3205946498","cand219081",0.653543307086614,127
"692","flaccavento, anthony jude","cand143347",0.653409090909091,2112
"693","campa najjar, ammar","cand140566",0.653334533412839,266649
"694","panetta, jimmy","cand134655",0.65330370117104,11699
"695","cortese, mike","cand170335",0.653214583913164,3593
"696","gleich, caroline","cand223595",0.65262230057294,22690
"697","chen, jay","cand40926",0.651834517342248,59825
"698","horsford, steven alexzander","cand43733",0.65147731120894,47248
"699","sandoval tafoya, soledad","cand211076",0.651371854426361,29923
"700","cartwright, matt","cand44515",0.650463285010713,71878
"701","pridgen, marlando","cand219160",0.65,140
"702","liegeois, beau","cand142828",0.64985835694051,1765
"703","cognetti, paige","cand173274",0.649497487437186,3980
"704","rodriguez, daira","cand173648",0.649484536082474,194
"705","sorensen, eric","cand157312",0.649093256092186,63524
"706","denney, audrey","cand174363",0.649034424853065,2382
"707","johnson, cliff","cand174476",0.648994515539305,1094
"708","allam, nida","cand212142",0.648808053359684,32384
"709","trone, david","cand137543",0.648648648648649,11655
"710","hoskins, rory e.","cand170606",0.648550724637681,552
"711","ehasz, ashley","cand212735",0.648524338827137,31308
"712","buskirk, paul","cand215944",0.648221343873518,253
"713","lowenthal, alan","cand40366",0.648161244695898,2828
"714","salerno, joe","cand219242",0.648148148148148,3456
"715","dunwoody, stephen andrae","cand218392",0.64804469273743,179
"716","ryan, patrick","cand141186",0.647985214493961,76832
"717","vargas, anthony tony","cand212221",0.647909190636446,107566
"718","houlahan, chrissy","cand140700",0.647843337210599,62759
"719","larson, christopher","cand117039",0.647832817337461,1292
"720","driver, anthony jr.","cand171464",0.647234678624813,1338
"721","balderramos robinson, corinna","cand165565",0.647058823529412,289
"722","shea porter, carol","cand995",0.646663466154585,2083
"723","wilson, eric","cand220019",0.646661367249603,5032
"724","craig, angela dawn","cand142042",0.646405039744261,127943
"725","thomas, allen","cand157040",0.64638783269962,526
"726","lee, susie","cand104234",0.64610922554767,81025
"727","clark, robert benjamin iii","cand187888",0.646103896103896,308
"728","booker, charles","cand180216",0.645994832041344,1935
"729","battino, gillian","cand206230",0.645702306079665,2862
"730","moore, gwen s","cand960",0.645536108251213,6799
"731","mcdevitt, david malcolm","cand134938",0.645502645502645,378
"732","tull, melvin","cand169740",0.645042839657283,817
"733","twedt ball, clinton gene","cand171456",0.64488188976378,1270
"734","ferguson, dana alan","cand149277",0.64484126984127,4536
"735","bynum, janelle","cand219551",0.644670966577962,88684
"736","enck, gretel marysdatter","cand173683",0.64406779661017,118
"737","weiss, joanna","cand218456",0.643125783535311,7179
"738","rush, brian","cand215862",0.642857142857143,154
"739","malamed, zak","cand219356",0.642816419612315,3508
"740","cavanaugh, john","cand169053",0.642546063651591,2985
"741","mandel, david","cand218289",0.642105263157895,475
"742","andres beck, beth","cand170040",0.642048670062252,3534
"743","ojeda, richard neece ii","cand140788",0.641884775134641,100638
"744","bishop, laurie","cand212092",0.641458474004051,1481
"745","terry, joanne r","cand211213",0.641441441441441,555
"746","finkenauer, abby","cand140598",0.641262180842356,140487
"747","logemann, jonathan","cand211614",0.640941792020929,1529
"748","cotter smasal, missy","cand219897",0.64039152392357,19207
"749","hilliard, jerome c","cand144680",0.640117994100295,678
"750","avlon, john","cand219344",0.640006609931422,12103
"751","melton, ryan michael appleton","cand211495",0.63983248022336,2149
"752","schrier, kim","cand141729",0.639752018130397,160173
"753","munsing, evan","cand170599",0.639575971731449,1698
"754","fisher, thomas dr.","cand171465",0.639389193422083,2554
"755","allen, jack burks jr","cand219689",0.638743455497382,764
"756","mcgrath, deb","cand213352",0.637793024585477,3498
"757","stanton, greg","cand142389",0.63765269949759,39211
"758","desaulnier, mark","cand160825",0.637536656891496,6820
"759","fetterman, john karl","cand130816",0.637144242873521,2028842
"760","witkop, thomas","cand218663",0.637140287769784,2224
"761","gay, derrik","cand213068",0.636641221374046,1965
"762","bishop, sanford d","cand1278",0.636412896234083,11073
"763","mosely, brandon","cand211003",0.636385776911836,4106
"764","daniels, shamaine","cand212767",0.636110558759197,5029
"765","reiss, judi","cand150007",0.63594470046083,434
"766","delaney, april mcclain","cand218995",0.635886093447608,3617
"767","mundy, keith francis","cand137615",0.635514018691589,107
"768","meade, perry","cand170596",0.635416666666667,768
"769","levin, andy","cand143195",0.634809064204784,19064
"770","pruitt, roger keith","cand168306",0.634782608695652,115
"771","davis, susan a","cand828",0.634517766497462,197
"772","wild, susan","cand142740",0.634476987447699,155350
"773","miller, stephen","cand212149",0.634285714285714,175
"774","hollister, robert michael iii","cand212768",0.634232954545455,1408
"775","teran, raquel","cand133440",0.634033149171271,9050
"776","harvey, kathryn","cand219669",0.633919681380684,3013
"777","warren, elizabeth","cand104635",0.633854471534488,1351337
"778","lira, john","cand173415",0.633720930232558,344
"779","gallant, christopher","cand171507",0.633639143730887,1635
"780","hook, kristin a","cand219778",0.633630289532294,3592
"781","yanez, henry","cand125762",0.633540372670807,322
"782","gassen, river","cand218533",0.63351134846462,1498
"783","daniels, anthony","cand218169",0.633426966292135,2136
"784","keating, william richard","cand1131",0.633418470224492,7439
"785","goldberg, bartley f","cand211880",0.632835820895522,335
"786","hines, christina","cand165004",0.632661570535094,7195
"787","evans, dwight","cand102081",0.632258064516129,8680
"788","salas, rudy","cand123153",0.631317176391484,101133
"789","wendelin, steven commander usn,","cand220047",0.631205673758865,141
"790","ottaway, brent","cand145405",0.631205673758865,282
"791","houlahan, stephen william","cand155863",0.631023102310231,1515
"792","arguijo, aaron","cand216433",0.630975143403442,523
"793","eckhardt, sarah","cand174584",0.630597014925373,536
"794","mccormack, holly","cand211458",0.630553156333321,53258
"795","martin, isaiah","cand219770",0.630332209918151,20770
"796","cardin, benjamin l","cand721",0.630294815316842,5902
"797","wade, brandon","cand216184",0.63013698630137,146
"798","shurka, mathew","cand175915",0.630081300813008,492
"799","matiella, mary","cand141054",0.629662261380323,3405
"800","scholten, james","cand169225",0.629377431906615,2056
"801","pekarsky, stella","cand168325",0.629370629370629,143
"802","taddeo, annette","cand165048",0.629050705299276,7869
"803","winfrey, janice marie","cand130280",0.628640776699029,1236
"804","nelson, bill","cand441",0.628370349805664,360200
"805","larkin, oliver adams","cand169011",0.627867935086738,1787
"806","remillard, joshua","cand187585",0.627360663288807,10855
"807","barragan, nanette","cand141983",0.626559911651022,18110
"808","mcghie, troy","cand169065",0.626229508196721,915
"809","nguyen, kim","cand218446",0.626083678854127,2653
"810","hawk, danielle nicole","cand211179",0.624373956594324,1198
"811","horne, andrew","cand218203",0.624309392265193,543
"812","nelson, tom","cand117782",0.622357330385519,14474
"813","eshoo, anna g","cand1251",0.622251832111925,6004
"814","alexander, timothy c","cand212255",0.621825023518344,7441
"815","hahn, kara","cand212409",0.621790651744569,3038
"816","steinhoff, ben","cand220024",0.621673923560716,2067
"817","clements, paul colin","cand131169",0.621262458471761,3010
"818","kennedy, joseph p iii","cand150558",0.621119526094781,106688
"819","kildee, daniel t","cand342",0.62107006687918,31998
"820","sewell, briana","cand203454",0.620933521923621,2121
"821","harrison, brigid callahan","cand153346",0.620262390670554,2744
"822","schatz, brian","cand168154",0.619653745159998,22469
"823","harp, seth allan","cand164877",0.619469026548673,113
"824","plame, valerie","cand148980",0.619380974981355,58996
"825","muhlbauer, dave","cand215889",0.619318181818182,1584
"826","johnson, elizabeth liz","cand152934",0.617977528089888,2047
"827","powell, denise","cand167705",0.617261635788522,4426
"828","cottrell, dana","cand144617",0.617224880382775,1672
"829","mccaskill, claire","cand1582",0.616872512248353,400462
"830","buerger, colin","cand163332",0.616616616616617,999
"831","mejia, analilia","cand175622",0.616350589441312,3902
"832","magaziner, seth","cand198955",0.616052254831782,11176
"833","damikolas, allyson","cand218437",0.616044899306702,3029
"834","denton, jake","cand219898",0.615863141524106,643
"835","hunter, marvalette","cand170352",0.6158357771261,341
"836","mccormick, lisa","cand159326",0.615384615384615,234
"837","strickland, marilyn","cand153908",0.615262118606281,15699
"838","soldati, lincoln t","cand142563",0.615238095238095,525
"839","pullen, michael","cand141606",0.61522198731501,473
"840","wilson, katie","cand141190",0.614808652246256,1202
"841","rezvani sarabi, amir daryoush","cand149257",0.614351851851852,2160
"842","shalala, donna","cand144624",0.613642665680747,21638
"843","mceachin, aston donald","cand113633",0.613567438148444,6265
"844","butler, darrius maurice","cand211421",0.613300492610837,406
"845","fleming, bridget","cand126740",0.612848974100235,14865
"846","barkley, michael james","cand40365",0.612842304060434,1059
"847","regunberg, aaron","cand219628",0.612704174228675,2755
"848","altman, susan copius","cand219264",0.612417316130722,45807
"849","hall, barbara harden","cand218627",0.612267250821468,913
"850","love, preston jr","cand223448",0.611428571428571,4200
"851","chesbro, patricia","cand141366",0.611344537815126,952
"852","wojciechowski, aaron michael","cand167529",0.611111111111111,324
"853","mcgovern, jay","cand218599",0.611111111111111,108
"854","arballo, phil","cand149422",0.61095389997942,194360
"855","smith, d adam","cand1493",0.610953863572035,7066
"856","loebsack, david wayne","cand985",0.610576923076923,6448
"857","ford, michael c","cand211424",0.610328638497653,213
"858","kind, ronald james","cand1494",0.610239055299539,13888
"859","alcubilla, sergio josephus iii","cand211474",0.609433962264151,1590
"860","el sayed, abdul","cand167620",0.609125167024487,66607
"861","caraveo, yadira","cand162925",0.609007204978699,101874
"862","milleron, nadia d","cand218930",0.608974358974359,156
"863","disanto, delina","cand144574",0.608942430209661,8633
"864","harmon, mark desmond","cand56648",0.608910891089109,404
"865","james, lindsay","cand172708",0.608903020667727,1887
"866","carr, maryann","cand219411",0.608695652173913,184
"867","savage, lisa jill","cand154530",0.608562691131499,327
"868","dawson, dave","cand172719",0.608150470219436,319
"869","lucier, david","cand210787",0.607843137254902,255
"870","bird, shannon kathleen","cand168229",0.607476635514019,3638
"871","kihuen, ruben","cand43652",0.607153158350159,3467
"872","swisher, carlton aaron","cand143153",0.606918238993711,318
"873","landsman, greg","cand157255",0.606623819294884,58969
"874","friedman, laura","cand111677",0.606610407876231,7110
"875","yee, rose penelope","cand218263",0.60625,320
"876","conole, francis","cand148376",0.605998743718593,25472
"877","watson, ezra","cand212526",0.605769230769231,104
"878","morelle, joseph d","cand145245",0.605339757101275,9963
"879","reed, john f","cand1230",0.604665746895773,7973
"880","beckley, michelle","cand201880",0.604612850082372,1214
"881","levin, mike","cand140564",0.604132188326666,153478
"882","rakov, jake","cand164843",0.60410094637224,634
"883","hill, terri lynn","cand153141",0.603975535168196,654
"884","torres, ritchie john","cand148369",0.603864356396918,51134
"885","garamendi, john","cand1085",0.603801169590643,3420
"886","donovan, kerry","cand211075",0.603728007608179,52575
"887","boser, susan","cand144784",0.603571428571429,280
"888","subramanyam, suhas","cand203193",0.603012372243142,7436
"889","lieberman, matthew","cand154471",0.603002961636476,14519
"890","pickett, deborah a","cand218855",0.602941176470588,204
"891","tedesco, chaz","cand211123",0.602816901408451,710
"892","wettach, taylor","cand170000",0.602716468590832,2356
"893","zunker, tricia","cand153934",0.602640264026403,7575
"894","markey, edward john","cand346",0.602579032436177,199222
"895","sherrill, rebecca michelle","cand140669",0.601669444113796,134416
"896","kiros, melat","cand169696",0.601388487127567,3457
"897","metzendorf, adam","cand210760",0.601033591731266,1935
"898","pfaff, brad","cand117160",0.600706925473281,16692
"899","olszewski, john anthony jr","cand218945",0.600059119125037,3383
"900","hundley, evangeline","cand212833",0.599423631123919,347
"901","haaland, debra","cand140671",0.599422350588758,27006
"902","lee, summer","cand197443",0.598079247817327,74450
"903","little, matt","cand167702",0.598022355975924,2326
"904","mattelin, caitlin rae draper","cand218198",0.597949886104784,1756
"905","gies, aaron dr.","cand174531",0.597785977859779,542
"906","jenkins, matthew","cand212274",0.597639484978541,932
"907","jensen, vicki","cand141147",0.597633136094675,338
"908","mcdonough, melissa a","cand219861",0.597150259067358,772
"909","campbell, heidi","cand201056",0.597122302158273,5282
"910","andrei, linda","cand143217",0.597122302158273,139
"911","jacob, mitchell leigh","cand171518",0.597014925373134,134
"912","hattersley, adam roger","cand149871",0.597008973080758,5015
"913","caldwell, brent","cand174505",0.596244131455399,213
"914","luria, elaine","cand143692",0.596211309291448,140893
"915","ellis, kathryn gail","cand140653",0.595989859414612,4339
"916","amato, bruno","cand210910",0.595885634588563,22944
"917","goroff, nancy","cand149970",0.595595677745862,36555
"918","mccready, daniel","cand141165",0.595511189685654,46382
"919","simon, jo anne","cand212468",0.595183486238532,872
"920","keirstead, hans","cand141072",0.59504779815076,6381
"921","fox, whitney","cand218634",0.59484370825541,14972
"922","segal, david","cand212809",0.594553243574051,3268
"923","grayzel, jeff","cand171503",0.594059405940594,707
"924","neumann, mark","cand150478",0.593908629441624,197
"925","rice, kathleen","cand143482",0.593759701955914,6442
"926","hartman, christina marie","cand121938",0.593277829170521,3243
"927","hodge, jevin d","cand210755",0.592880762497569,25705
"928","lloyd, tanya w","cand219813",0.591276252019386,3095
"929","oppenheim, jesse","cand170098",0.591219512195122,1025
"930","kiehne, john","cand219090",0.591194968553459,159
"931","freeman, april june","cand131138",0.59047619047619,105
"932","ashford, brad","cand47650",0.590317542946382,1921
"933","beach ferrara, jasmine","cand212172",0.590303362034484,47501
"934","davids, sharice","cand144662",0.590124148674449,210554
"935","asencio, robert","cand211377",0.589830508474576,295
"936","vine, melissa","cand218764",0.589409722222222,1152
"937","newton, everette rett s","cand216049",0.589285714285714,672
"938","davis, christy","cand153065",0.589041095890411,292
"939","putorti, matthew","cand212527",0.588954860862723,13979
"940","haderlein, elizabeth","cand211611",0.588832487309645,197
"941","lamb, conor","cand142746",0.58786904918464,243328
"942","markel, homer chip","cand211585",0.587677725118483,211
"943","pastrana, allek","cand211204",0.5875,320
"944","olsen, martin","cand141688",0.587064676616915,402
"945","herring, wade wilkes ii","cand211381",0.586990905496244,5058
"946","throneburg, joshua","cand213223",0.586582443912002,4591
"947","brown, christine carol","cand141268",0.586490939044481,1821
"948","nickel, wiley","cand69027102",0.585898670776344,25955
"949","warnock, raphael","cand154478",0.585522052876102,7023551
"950","perkins, adrian","cand154525",0.585320205061437,73734
"951","weston, john","cand216274",0.585139318885449,323
"952","mauro, eddie j","cand142465",0.585034013605442,4557
"953","sykes, emilia","cand157321",0.584783935848994,60607
"954","hayes, jahana","cand145826",0.584485973203833,69189
"955","gilpin, tim","cand144761",0.58359133126935,646
"956","bean, melissa luburich","cand172738",0.583468395461912,617
"957","williams, mikal d","cand153731",0.582869855394883,899
"958","hendricks, jeanne","cand211987",0.582445459157788,1971
"959","baccam, lanon","cand218765",0.582328240864826,22386
"960","martin, adam","cand212661",0.582236842105263,304
"961","menendez, robert","cand1312",0.582032617064464,28574
"962","marshall, derek","cand210832",0.582028985507246,17250
"963","welch, peter","cand1014",0.581909300032862,24344
"964","vazquez, osvaldo","cand152844",0.58186995728524,2107
"965","hernandez, daniel","cand159844",0.58146933094741,10059
"966","atkinson, james fredrick","cand219587",0.580838323353293,167
"967","mcdermott, thomas m jr","cand153011",0.580727752346963,12889
"968","hyman, mal","cand134869",0.580590717299578,1185
"969","ashford, ann","cand157050",0.580524344569288,1335
"970","beecher, zach","cand175601",0.580441640378549,1268
"971","sbaih, jesse","cand129303",0.580434782608696,1380
"972","ramirez hinojosa, ruben","cand213018",0.58041958041958,572
"973","pugh, pamela l","cand181289",0.579477270415946,9833
"974","watson, eugene lacy","cand149019",0.579335793357934,271
"975","scholten, hillary","cand149919",0.579295222853817,96229
"976","dolter, kathryn j","cand170025",0.578947368421053,152
"977","de la torre, hector","cand176784",0.578947368421053,209
"978","whitfield, daniel allen","cand154448",0.578666666666667,750
"979","hoh, matthew patrick","cand216058",0.578651685393258,356
"980","guild, thomas eugene","cand38783",0.578609625668449,935
"981","hertel, curtis jr","cand180290",0.57792912246866,33184
"982","davis, don","cand157227",0.577453510098763,44956
"983","molder, chaz","cand173331",0.577405857740586,2868
"984","sidie, jay","cand138180",0.577235772357724,492
"985","wexton, jennifer t","cand140782",0.577044980176917,90551
"986","pascrell, william j","cand1467",0.577014002545917,5499
"987","gonzalez, vicente","cand134890",0.576962283384302,18639
"988","craighill middleton, anduin elim","cand219157",0.576923076923077,494
"989","watts, ryan","cand141162",0.576619273301738,633
"990","ivey, glenn","cand42541",0.576201733648542,6345
"991","davey, michael","cand218691",0.57615317667537,1149
"992","perry, jan","cand210979",0.575889615105301,1377
"993","evans frantz, isaac","cand216297",0.575835475578406,389
"994","mues, john","cand150205",0.575488454706927,1126
"995","browning, kate m","cand142582",0.575418994413408,1611
"996","morse, jessica","cand141527",0.575298204044266,37139
"997","aiken, clayton clay","cand186676",0.574962742175857,3355
"998","nystrom, quinn reabe","cand153240",0.574957167332953,21012
"999","tomlinson, teresa pike","cand149076",0.574868118490464,22179
"1000","shah, amish","cand159856",0.574596335465901,45954
"1001","morse, john iii","cand218964",0.574229691876751,1785
"1002","baez geller, lucia","cand218689",0.574078422164827,4259
"1003","phillips, dean","cand141152",0.573569504799987,60521
"1004","samuels, don","cand211983",0.573569126230508,11479
"1005","escobar, veronica","cand141955",0.573417721518987,14220
"1006","st clair, lucas","cand142520",0.572644721906924,1762
"1007","mcneill, frank alexander jr","cand144113",0.572259941804074,1031
"1008","nouri, preston","cand219602",0.572187229838212,8097
"1009","case, edward","cand146287",0.571845064556435,2401
"1010","mcbath, lucia kay","cand144627",0.571628888631895,207528
"1011","smead, josh","cand165015",0.570866141732283,254
"1012","vallejo, michelle","cand213025",0.570816754244753,32923
